,imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
112,tt0202470,0.0,/8eMbILwpFiro24LSmREjI4MGwEB.jpg,,57000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,12508.0,en,Rock Star,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest.",14.471,/8pRMweo9WA1MvYOLsD2hWyFpZ1V.jpg,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 788, 'logo_path': None, 'name': 'Bel Air Entertainment', 'origin_country': 'US'}, {'id': 12245, 'logo_path': None, 'name': 'Robert Lawrence Productions', 'origin_country': ''}, {'id': 89134, 'logo_path': None, 'name': 'Metal Productions Inc.', 'origin_country': ''}, {'id': 89135, 'logo_path': None, 'name': 'Maysville Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-04,19334145.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a wanna be who got to be.,Rock Star,0.0,6.712,630.0,R
113,tt0203009,0.0,/19TLetNUXW9PjggtZBxr9lInTqL.jpg,,52500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",https://www.20thcenturystudios.com/movies/moulin-rouge,824.0,en,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",19.34,/2kjM5CUZRIU5yOANUowrbJcRL9L.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 240, 'logo_path': None, 'name': 'Bazmark Films', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-24,179213434.0,128.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,0.0,7.595,4036.0,PG-13
115,tt0203289,0.0,,,250000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,32222.0,en,American Desi,"College freshman Krishna Reddy, who has never cared for his Indian-American cultural heritage, looks forward to a new life on campus but is surprised to find that he has been assigned Indian roommates.",4.122,/hklG9Ehe1Rt2dlgBplTIyov62qi.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IN', 'name': 'India'}]",2001-01-01,0.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,American Desi,0.0,5.9,7.0,
117,tt0203975,0.0,/1UjMZlf2qxqk6XPenTiaUztefkS.jpg,,3300000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,30331.0,en,Tart,"A student will do anything to become part of the ""in-crowd"" at the exclusive school she attends in New York.",10.001,/iU95XQm7MK4JNVNCzQ4uXfrvGCw.jpg,"[{'id': 2016, 'logo_path': None, 'name': 'Interlight', 'origin_country': ''}, {'id': 4434, 'logo_path': None, 'name': 'Green Moon Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-23,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Sex, Drugs and Study Hall.",Tart,0.0,4.375,48.0,R
119,tt0204700,0.0,/2bWPyLKJV1H6AvlkrB75am55E7D.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",,40723.0,fr,Trouble Every Day,"Shane and June Brown are an American couple honeymooning in Paris in an effort to nurture their new life together, a life complicated by Shane’s mysterious and frequent visits to a medical clinic where cutting edge studies of the human libido are undertaken.",9.052,/jn4799m6uB5P6ZUarlnxvZEZDFp.jpg,"[{'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 201, 'logo_path': '/6UIpEURdjnmcJPwgTDRzVRuwADr.png', 'name': 'ARTE', 'origin_country': 'FR'}, {'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}, {'id': 21738, 'logo_path': None, 'name': 'Messaoud/a Films', 'origin_country': ''}, {'id': 21740, 'logo_path': None, 'name': 'Dacia Films', 'origin_country': ''}, {'id': 21741, 'logo_path': None, 'name': 'Kinétique Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2001-07-11,9200.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,The hunger to love.,Trouble Every Day,0.0,5.787,134.0,NR
123,tt0206275,0.0,/q2ROc1b4DELDtKG9cEcvWprzFhO.jpg,"{'id': 107469, 'name': 'Save the Last Dance Collection', 'poster_path': '/ekXloANxR7da0r2h4Jam9dXndx6.jpg', 'backdrop_path': '/XqBSDiXDPt0ZBS9OEw2ebJSIJz.jpg'}",13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",,9816.0,en,Save the Last Dance,"After the death of her mother, Sara moves to the South Side of Chicago to live with her father and gets transferred to a majority-black school. Her life takes a turn for the better when befriends Chenille and her brother Derek, who helps her with her dancing skills.",15.083,/sV8GIxT3BjHIiwgKUNwk1S8VSLa.jpg,"[{'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 53673, 'logo_path': None, 'name': 'Cort/Madden Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-12,131706809.0,113.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Only Person You Need To Be Is Yourself.,Save the Last Dance,0.0,6.566,1144.0,PG-13
124,tt0206314,0.0,/onqQM9YETEcFynO3gZ2kgdI9wIO.jpg,"{'id': 166378, 'name': 'Joy Ride Collection', 'poster_path': '/ln6CZn4pEBOea3757FaMukhgp25.jpg', 'backdrop_path': '/eDU0xWJge0Sj2A1hyp5NtTcc3OZ.jpg'}",23000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,10866.0,en,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",22.77,/1LVGjf1QWgkNNPQssZtuT1GYKoP.jpg,"[{'id': 508, 'logo_path': '/7cxRWzi4LsVm4Utfpr1hfARNurT.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 11461, 'logo_path': '/p9FoEt5shEKRWRKVIlvFaEmRnun.png', 'name': 'Bad Robot', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-05,36642838.0,97.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It started as a joke. Now the joke is on them.,Joy Ride,0.0,6.481,987.0,R
125,tt0206367,0.0,/8YAEyzviBTURPYRDkPeZGqyMG0z.jpg,,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",,54491.0,en,The Trumpet Of The Swan,"The adventures of a young Trumpeter swan who cannot speak. With the help of a human boy and the love of his family and friends, Louie discovers his own unique talents which help him find his place in the world.",5.854,/pPEfPGKy7mOdyf25ta2BT2u6wIm.jpg,"[{'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 4107, 'logo_path': None, 'name': 'NEST Family Entertainment', 'origin_country': ''}, {'id': 21234, 'logo_path': None, 'name': 'Crest Animation Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-11,628387.0,75.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,Sometimes being different helps you to find your voice!,The Trumpet Of The Swan,0.0,5.5,55.0,G
127,tt0206963,0.0,/705d13uxddi59nqHbndanqkAbNQ.jpg,,5250000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,25641.0,en,My First Mister,"Leelee Sobieski is brash, abrasive and vulnerable as a teenage child of divorce who hides her pain behind a mask of hard-edged gothic rebellion. Albert Brooks plays a man who is her total opposite, a precise and well-ordered menswear store owner of forty-nine who manages limited expectations and protects lonely secrets with pleasant ritual and quiet, ironic reserve. These two total opposites collide in conflict then come together in a surprising alliance, changing each other's lives forever.",5.811,/xP2JKtdq77aWWZ1LCGsR68co5Jw.jpg,"[{'id': 2017, 'logo_path': None, 'name': 'Film Roman', 'origin_country': 'US'}, {'id': 16850, 'logo_path': None, 'name': 'ApolloMedia', 'origin_country': 'DE'}, {'id': 40697, 'logo_path': None, 'name': 'Total Film Group', 'origin_country': ''}, {'id': 40698, 'logo_path': None, 'name': 'Firelight Films', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-18,595005.0,109.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Mismatched. Misguided. Unmistakably friends.,My First Mister,0.0,6.7,52.0,R
135,tt0209163,0.0,/uoOD6qqz4QFhgvhdsrrQUmkmAMc.jpg,"{'id': 1733, 'name': 'The Mummy Collection', 'poster_path': '/x5ZQsM90h4jmvDelgbCwPjcOn1s.jpg', 'backdrop_path': '/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg'}",98000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",,1734.0,en,The Mummy Returns,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",51.928,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 11462, 'logo_path': '/7ZymELJwuWR4k5p0oeZ3d3WAhO3.png', 'name': 'Alphaville Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-04,443280904.0,130.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",Released,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,0.0,6.329,6109.0,PG-13
137,tt0209475,0.0,/tcVWVFD2Qm8afoKT4ZHLPBTloTQ.jpg,,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2018.0,en,The Wedding Planner,"San Francisco's premiere wedding planner, Mary Fiore is rescued from an accident by the man of her dreams, paediatrician Steve Edison, only to find he is the fiancé of her latest client. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",16.367,/meq4bLUPcBlOG3Z5YdiWuBMlpO.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 763, 'logo_path': None, 'name': 'Intermedia Films', 'origin_country': 'GB'}, {'id': 869, 'logo_path': None, 'name': 'Dee Gee Entertainment', 'origin_country': ''}, {'id': 870, 'logo_path': None, 'name': 'Tapestry Films', 'origin_country': 'US'}, {'id': 34207, 'logo_path': None, 'name': 'Prufrock Pictures', 'origin_country': ''}, {'id': 65403, 'logo_path': None, 'name': 'IMF Internationale Medien und Film GmbH & Co. Produktions KG', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-26,94728529.0,103.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,His big day is her big problem.,The Wedding Planner,0.0,5.928,1469.0,PG-13
140,tt0210094,0.0,/71SrEdpHakjzpTmPTqzEnTmGCPx.jpg,,15000000.0,"[{'id': 35, 'name': 'Comedy'}]",,24273.0,en,Happy Campers,Chaos and rampant hormones reign when teenage counselors are left in charge during their summer-camp director's absence.,4.359,/xUB8brmv36Yk7rSiVdGuYIGSghf.jpg,"[{'id': 813, 'logo_path': None, 'name': 'Di Novi Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-21,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The excitement is In-tents!,Happy Campers,0.0,5.5,42.0,R
143,tt0211443,0.0,/e1zfnkOBvGBeydFWCXFuTp9o8KW.jpg,"{'id': 9735, 'name': 'Friday the 13th Collection', 'poster_path': '/p3fJC9R4pCj5Vw0gP7Di0GZts9Z.jpg', 'backdrop_path': '/yz9EdlfKU8bpN0hbdJMy6QkFBoN.jpg'}",11000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,11470.0,en,Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",24.672,/jrObEGWVW1XlutjYXqyyGxtTeov.jpg,"[{'id': 17611, 'logo_path': None, 'name': 'Sean S. Cunningham Films', 'origin_country': ''}, {'id': 21783, 'logo_path': '/4iJR3l3eZ6vLwy2v8XLMGb0rADg.png', 'name': 'Crystal Lake Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-09,16951798.0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Evil has an upgrade.,Jason X,0.0,4.8100000000000005,1118.0,R
144,tt0211465,0.0,/7G1hjxXo5VytFd1EIbyoNYDVqOS.jpg,,15000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://www.newline.com/properties/knockaroundguys.html,7501.0,en,Knockaround Guys,Four sons of well-known New York mobsters must retrieve a bag of cash from a small Montana town ruled by a corrupt sheriff.,11.876,/oYqsIxxIfJMRHiNEMLzgG81brkY.jpg,"[{'id': 2253, 'logo_path': None, 'name': 'Lawrence Bender Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-07,12000000.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,0.0,5.908,284.0,R
145,tt0211915,0.0,/9Y9K6LeLrMeofOvX7hZW36Aj3OG.jpg,,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",https://www.miramax.com/movie/amelie/,194.0,fr,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",29.855,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 315, 'logo_path': '/hdu0sVxgtCuQud0xF8ZBiN7hEhY.png', 'name': 'Filmstiftung Nordrhein-Westfalen', 'origin_country': 'DE'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 592, 'logo_path': None, 'name': 'Claudie Ossard Productions', 'origin_country': ''}, {'id': 4411, 'logo_path': None, 'name': 'MMC Independent', 'origin_country': ''}, {'id': 7248, 'logo_path': None, 'name': 'Union Générale Cinématographique (UGC)', 'origin_country': 'FR'}, {'id': 12000, 'logo_path': None, 'name': 'Tapioca Films', 'origin_country': ''}, {'id': 23446, 'logo_path': None, 'name': 'Sofica Sofinergie 5', 'origin_country': ''}, {'id': 25020, 'logo_path': None, 'name': 'Victoires Productions', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2001-04-25,173921954.0,122.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,One person can change your life forever.,Amélie,0.0,7.903,10264.0,R
150,tt0212380,0.0,/aODdbvUmtYOmAL6t59V8S9NJUXe.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,17203.0,en,Blow Dry,"The annual British Hairdressing Championship comes to Keighley, a town where Phil and son Brian run a barbershop and Phil's ex-wife Shelly and her lover Sandra run a beauty salon.",5.95,/iLGjyrjuOxILTx9FFNm2ktqzaxt.jpg,"[{'id': 763, 'logo_path': None, 'name': 'Intermedia Films', 'origin_country': 'GB'}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 52581, 'logo_path': None, 'name': 'West Eleven Films', 'origin_country': ''}, {'id': 65403, 'logo_path': None, 'name': 'IMF Internationale Medien und Film GmbH & Co. Produktions KG', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2001-03-01,637769.0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An outrageous new comedy for anyone who's ever had hair.,Blow Dry,0.0,6.0,101.0,R
152,tt0212720,0.0,/n7p6UTAZtkeoHkwCO42BEQaMFJY.jpg,,100000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,644.0,en,A.I. Artificial Intelligence,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",29.038,/8MZSGX5JORoO72EfuAEcejH5yHn.jpg,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 385, 'logo_path': None, 'name': 'Stanley Kubrick Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-29,235926552.0,146.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,0.0,7.037,5467.0,PG-13
